Data from mixed_try6.1_USB4F045381__12__00296.txt Node

Date: Thu Apr 03 20:32:20 EDT 2025
User: mmckonesweet
Spectrometer: USB4F04538
Trigger mode: 4
Integration Time (sec): 2.700000E-3
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345.52	33.36978
345.736	33.36978
345.952	33.36978
346.168	27.04663
346.384	-12.99502
346.6	-25.63794
346.816	75.52945
347.032	39.69314
347.248	8.07845
347.464	27.04663
347.68	-50.9211
347.896	-8.78052
348.112	18.61609
348.328	-53.02787
348.544	-21.42373
348.76	-8.78052
348.975	-0.35123
349.191	48.12461
349.407	-44.60065
349.623	1.75615
349.839	1.75615
350.055	-31.95906
350.27	24.93896
350.486	-19.31659
350.702	-67.77453
350.918	10.18593
351.133	-0.35123
351.349	37.58533
351.565	20.72369
351.781	22.83131
351.996	20.72369
352.212	1.75615
352.428	22.83131
352.644	52.34049
352.859	22.83131
353.075	-34.06606
353.291	12.29343
353.506	-17.20943
353.722	39.69314
353.938	-67.77453
354.153	73.42125
354.369	52.34049
354.584	1.75615
354.8	-27.74501
355.016	16.50851
355.231	14.40096
355.447	73.42125
355.662	-17.20943
355.878	60.77252
356.093	39.69314
356.309	27.04663
356.524	10.18593
356.74	20.72369
356.955	27.04663
357.171	5.97099
357.386	24.93896
357.602	24.93896
357.817	31.26204
358.033	27.04663
358.248	-2.45859
358.464	-34.06606
358.679	-0.35123
358.895	73.42125
359.11	124.02423
359.325	75.52945
359.541	48.12461
359.756	33.36978
359.972	60.77252
360.187	16.50851
360.402	14.40096
360.618	-2.45859
360.833	5.97099
361.048	41.80097
361.264	60.77252
361.479	52.34049
361.694	-10.88778
361.909	41.80097
362.125	-2.45859
362.34	41.80097
362.555	22.83131
362.77	-25.63794
362.986	-10.88778
363.201	31.26204
363.416	-8.78052
363.631	-25.63794
363.847	-0.35123
364.062	35.47754
364.277	35.47754
364.492	83.96248
364.707	1.75615
364.922	8.07845
365.138	41.80097
365.353	22.83131
365.568	14.40096
365.783	-0.35123
365.998	-2.45859
366.213	8.07845
366.428	46.01671
366.643	75.52945
366.858	14.40096
367.073	-15.10224
367.288	81.85419
367.503	-8.78052
367.718	14.40096
367.933	-2.45859
368.148	18.61609
368.363	39.69314
368.578	-15.10224
368.793	73.42125
369.008	22.83131
369.223	27.04663
369.438	48.12461
369.653	67.09678
369.868	33.36978
370.083	41.80097
370.298	24.93896
370.513	27.04663
370.728	48.12461
370.943	50.23254
371.157	-15.10224
371.372	33.36978
371.587	67.09678
371.802	52.34049
372.017	73.42125
372.232	12.29343
372.446	5.97099
372.661	14.40096
372.876	-50.9211
373.091	56.55646
373.306	-0.35123
373.52	-10.88778
373.735	56.55646
373.95	50.23254
374.165	-63.56133
374.379	-55.13461
374.594	22.83131
374.809	48.12461
375.023	-19.31659
375.238	39.69314
375.453	16.50851
375.667	-48.81431
375.882	1.75615
376.097	73.42125
376.311	-53.02787
376.526	-17.20943
376.741	-10.88778
376.955	8.07845
377.17	54.44846
377.384	1.75615
377.599	-21.42373
377.813	-44.60065
378.028	5.97099
378.242	79.74592
378.457	-55.13461
378.672	67.09678
378.886	-27.74501
379.101	39.69314
379.315	-4.56592
379.53	-10.88778
379.744	39.69314
379.958	41.80097
380.173	10.18593
380.387	5.97099
380.602	41.80097
380.816	39.69314
381.031	1.75615
381.245	24.93896
381.459	14.40096
381.674	-15.10224
381.888	22.83131
382.103	-25.63794
382.317	-44.60065
382.531	56.55646
382.746	16.50851
382.96	83.96248
383.174	-19.31659
383.388	39.69314
383.603	14.40096
383.817	62.88058
384.031	1.75615
384.246	58.66448
384.46	43.90883
384.674	64.98867
384.888	107.15516
385.103	62.88058
385.317	-2.45859
385.531	31.26204
385.745	-0.35123
385.959	52.34049
386.174	31.26204
386.388	-59.34802
386.602	-2.45859
386.816	-34.06606
387.03	8.07845
387.244	98.72115
387.458	16.50851
387.672	39.69314
387.887	50.23254
388.101	-27.74501
388.315	31.26204
388.529	46.01671
388.743	-23.53085
