Data from mixed_try1_USB4F045381__26__00251.txt Node

Date: Thu Apr 03 20:25:53 EDT 2025
User: mmckonesweet
Spectrometer: USB4F04538
Trigger mode: 4
Integration Time (sec): 2.700000E-3
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345.52	27.39791
345.736	27.39791
345.952	27.39791
346.168	14.75222
346.384	54.79979
346.6	71.66443
346.816	-14.75104
347.032	-42.14263
347.248	37.93663
347.464	12.64469
347.68	27.39791
347.896	2.10739
348.112	-31.6079
348.328	0
348.544	-27.39383
348.76	-12.64382
348.975	-23.17966
349.191	16.85977
349.407	0
349.623	-71.63655
349.839	10.53718
350.055	-33.71489
350.27	42.15228
350.486	29.5056
350.702	-37.92881
350.918	-48.46317
351.133	-56.89021
351.349	-8.42931
351.565	-16.85823
351.781	16.85977
351.996	16.85977
352.212	-69.53
352.428	-40.03573
352.644	-33.71489
352.859	-23.17966
353.075	12.64469
353.291	16.85977
353.506	0
353.722	-16.85823
353.938	-14.75104
354.153	-42.14263
354.369	25.29023
354.584	-46.35635
354.8	-14.75104
355.016	25.29023
355.231	-27.39383
355.447	2.10739
355.662	-8.42931
355.878	10.53718
356.093	-31.6079
356.309	-12.64382
356.524	25.29023
356.74	6.32224
356.955	0
357.171	10.53718
357.386	-6.32202
357.602	-8.42931
357.817	-8.42931
358.033	0
358.248	84.31387
358.464	-29.50088
358.679	-35.82187
358.895	16.85977
359.11	46.36803
359.325	-12.64382
359.541	2.10739
359.756	54.79979
359.972	-42.14263
360.187	-54.78349
360.402	56.90779
360.618	16.85977
360.833	21.07496
361.048	0
361.264	10.53718
361.479	29.5056
361.694	-33.71489
361.909	4.2148
362.125	-113.76198
362.34	54.79979
362.555	-29.50088
362.77	73.77262
362.986	-67.42343
363.201	42.15228
363.416	8.4297
363.631	25.29023
363.847	-67.42343
364.062	0
364.277	25.29023
364.492	21.07496
364.707	16.85977
364.922	14.75222
365.138	-12.64382
365.353	16.85977
365.568	-88.48797
365.783	21.07496
365.998	16.85977
366.213	16.85977
366.428	88.53052
366.643	-29.50088
366.858	-29.50088
367.073	75.88082
367.288	-4.2147
367.503	14.75222
367.718	-10.53658
367.933	27.39791
368.148	-33.71489
368.363	25.29023
368.578	-31.6079
368.793	2.10739
369.008	10.53718
369.223	80.0973
369.438	-63.21022
369.653	-4.2147
369.868	14.75222
370.083	37.93663
370.298	25.29023
370.513	44.26014
370.728	-25.28676
370.943	2.10739
371.157	12.64469
371.372	8.4297
371.587	-50.56997
371.802	-37.92881
372.017	-23.17966
372.232	16.85977
372.446	-21.07254
372.661	2.10739
372.876	16.85977
373.091	33.72107
373.306	-73.74306
373.52	29.5056
373.735	-58.9969
373.95	-16.85823
374.165	8.4297
374.379	50.58386
374.594	-67.42343
374.809	-18.9654
375.023	50.58386
375.238	2.10739
375.453	-14.75104
375.667	2.10739
375.882	-48.46317
376.097	12.64469
376.311	-31.6079
376.526	-27.39383
376.741	-37.92881
376.955	16.85977
377.17	-31.6079
377.384	-33.71489
377.599	-71.63655
377.813	0
378.028	44.26014
378.242	10.53718
378.457	33.72107
378.672	-25.28676
378.886	16.85977
379.101	42.15228
379.315	27.39791
379.53	21.07496
379.744	27.39791
379.958	-50.56997
380.173	21.07496
380.387	-16.85823
380.602	16.85977
380.816	-88.48797
381.031	33.72107
381.245	-10.53658
381.459	52.69182
381.674	33.72107
381.888	-67.42343
382.103	-8.42931
382.317	8.4297
382.531	-92.70056
382.746	16.85977
382.96	12.64469
383.174	-4.2147
383.388	0
383.603	84.31387
383.817	10.53718
384.031	-37.92881
384.246	71.66443
384.46	37.93663
